X,T,U
0.953125,0.18,-0.9929959549090555
-0.5625,0.06,-0.08990870301870887
-0.765625,0.06,-0.5407932746818248
-0.78125,0.12,-0.6914669698282752
0.4375,0.0,0.0337212808047893
0.0,0.14,0.008824442387790569
0.234375,0.24,0.15089521841454417
-0.421875,0.08,0.06061638165151445
-0.015625,0.1,-0.008764984869587255
0.375,0.22,0.16352993312468864
-0.171875,0.04,0.030224553643648854
0.09375,0.04,0.012333009085068326
0.03125,0.04,0.012517175149739688
-0.75,0.06,-0.5080762042952026
-0.203125,0.2,0.09921481226021359
-0.4375,0.12,0.0774993555033604
0.40625,0.24,0.15111450296812953
0.0625,0.04,-0.011640365554941998
0.53125,0.16,-0.07913157311553395
-0.78125,0.14,-0.7188692886282889
-0.96875,0.1,-0.9427400628929037
-0.859375,0.24,-0.9432315425513725
-0.078125,0.14,0.017513215091486727
-0.890625,0.04,-0.80006168848717
0.328125,0.16,0.11980475732341274
-0.75,0.0,-0.39687065807332633
