X,T,U
-0.65625,0.16,-0.4117255749068277
0.6875,0.22,-0.6316722420052204
-0.953125,0.12,-0.9707167327495102
0.15625,0.02,0.02536682862345412
-0.484375,0.1,0.011711397491028126
0.421875,0.18,0.10849894288619334
-0.640625,0.22,-0.4672793883217362
-0.390625,0.1,0.0681440156245247
-0.53125,0.26,-0.09224627641228689
0.21875,0.18,0.09206873198498758
-0.109375,0.12,0.01115163725479665
0.734375,0.22,-0.7497563969518446
0.25,0.1,0.08748789927828435
-0.21875,0.2,0.08139827603036653
-0.640625,0.28,-0.5875079041549713
0.515625,0.16,-0.023679011482755138
-0.265625,0.26,0.1811161722977902
0.421875,0.14,0.08091399400718761
-0.078125,0.06,0.018174195027827855
-0.609375,0.22,-0.3632647286702721
-0.328125,0.16,0.11869958778016601
-0.484375,0.16,0.018969060769121773
-0.3125,0.24,0.1801135684921639
0.390625,0.02,0.06288881156591301
-0.578125,0.02,-0.09626001949083623
-0.46875,0.1,0.04327225926072179
-0.546875,0.06,-0.06535582021004865
0.46875,0.2,0.04107668337342489
-0.5,0.14,0.006848022185467012
-0.953125,0.22,-0.9927937954748292
0.0,0.0,0.0027442978616695653
-0.28125,0.24,0.1632882222111863
-0.375,0.16,0.11283812633854973
-0.59375,0.12,-0.1705462478878195
-0.34375,0.22,0.17472666556360295
0.203125,0.18,0.06904064442435422
-0.21875,0.14,0.06220842372743958
-0.171875,0.18,0.05981400905220736
0.71875,0.1,-0.49333275339969473
-0.03125,0.06,0.009014953489714166
0.953125,0.1,-0.9611016776176725
0.796875,0.06,-0.619596354414873
0.1875,0.12,0.06492949194968888
-0.234375,0.12,0.07194869793602454
0.15625,0.12,0.0477730259038428
0.71875,0.02,-0.36368401237324877
0.8125,0.16,-0.8143522801178497
0.640625,0.1,-0.28234824174286666
0.796875,0.02,-0.5545900788453504
0.234375,0.18,0.0981698355141618
-0.203125,0.24,0.11057672451153286
-0.484375,0.04,0.005612084113369194
0.609375,0.02,-0.1263357704618292
0.84375,0.02,-0.6747563237668969
-1.0,0.24,-0.9962888759360793
-0.953125,0.1,-0.9465868901704094
-0.921875,0.26,-0.9736071651714504
0.3125,0.1,0.08109803959926402
-0.828125,0.08,-0.7450557936569929
-0.828125,0.06,-0.6920389164000434
-0.75,0.04,-0.45959206757900667
0.203125,0.28,0.12183400820321147
0.953125,0.22,-0.9959309256290544
0.296875,0.24,0.167499908581226
-0.546875,0.02,-0.049453289080439625
0.15625,0.04,0.010708072709725404
0.671875,0.16,-0.47003546914497424
0.34375,0.1,0.09115680660604027
-0.046875,0.2,0.009392403854580143
0.09375,0.22,0.03247983857258105
0.203125,0.14,0.06901733771342031
-0.703125,0.14,-0.5407250143828003
0.96875,0.22,-0.9821256021357928
-0.625,0.28,-0.5221339684190119
-0.734375,0.1,-0.5363280744695549
0.484375,0.08,0.0255698591704508
-0.203125,0.04,0.04618930899249962
-0.25,0.12,0.07804037486336719
-0.375,0.06,0.09806944053919275
0.640625,0.18,-0.4226048486679295
0.375,0.0,0.03845988126681193
-0.421875,0.16,0.07639646549464704
-0.09375,0.1,0.010977583030908558
-0.4375,0.06,0.04218362903775341
-0.59375,0.22,-0.30519001605866913
0.296875,0.16,0.130199608642704
-0.21875,0.16,0.08364878209466188
-0.546875,0.18,-0.10075494948538172
0.640625,0.28,-0.5672602067254728
0.40625,0.02,0.052102299877934945
0.5625,0.08,-0.08464837138763308
0.953125,0.02,-0.9176753473191342
-0.5625,0.26,-0.21256073819711901
0.828125,0.22,-0.9148287109498942
-0.15625,0.12,0.04151233300867863
0.296875,0.04,0.07825435520636077
0.953125,0.14,-0.9590850331381627
0.140625,0.04,0.02204674594326972
-0.125,0.14,0.03346922765988336
0.703125,0.18,-0.6035338171771638
-0.359375,0.08,0.09515919099149582
-0.140625,0.1,0.026101701658238427
0.40625,0.12,0.08596952968214755
0.0625,0.12,0.0291146957606196
-0.484375,0.06,0.03214595079319734
-0.90625,0.24,-0.982893250649628
-0.125,0.06,0.009893971178310899
-0.796875,0.0,-0.5042499488192935
0.921875,0.06,-0.9209548278658303
0.921875,0.26,-0.9987208951230185
-0.859375,0.14,-0.8903244348794187
-0.6875,0.14,-0.4897267234709387
-0.90625,0.06,-0.8519334696941755
0.296875,0.08,0.08292512642348482
-0.875,0.24,-0.9764663500334932
0.984375,0.04,-0.9689559402997191
0.171875,0.12,0.03187418909668456
-0.140625,0.18,0.05463800117044227
0.53125,0.16,-0.06082983957735179
-0.984375,0.12,-0.9973597078189158
-0.390625,0.16,0.12320315180153112
0.09375,0.28,0.04358968784460798
0.265625,0.2,0.11924475767233417
0.546875,0.2,-0.12289715885880281
0.8125,0.26,-0.9212684822009771
-0.78125,0.18,-0.7824702042393203
0.046875,0.02,0.0030487100911333323
-0.8125,0.2,-0.8680621210648216
0.75,0.04,-0.46196002501195355
0.8125,0.22,-0.8968757652742934
-0.046875,0.08,-0.0035457844236146327
-0.21875,0.22,0.1002484252007896
0.671875,0.18,-0.514922982337597
0.8125,0.24,-0.9042355381539903
-0.640625,0.24,-0.4947762998849785
0.25,0.12,0.07678091743809187
0.15625,0.06,0.047225554296708716
-0.578125,0.14,-0.15142428104043354
-0.828125,0.26,-0.9456245827034143
-0.984375,0.18,-0.990451275958245
-0.84375,0.04,-0.716716531399483
-0.265625,0.14,0.0921229692527388
-0.59375,0.26,-0.3627349448099293
0.46875,0.18,0.05857483841881754
0.75,0.08,-0.5435044890626487
-0.125,0.18,0.029334144551581683
-0.90625,0.04,-0.8561315828685068
-0.40625,0.28,0.1788390565829662
0.6875,0.04,-0.3002749506019621
-0.25,0.04,0.08205974205225464
0.5,0.04,-0.003410445747015784
-0.59375,0.1,-0.17652213736739467
0.328125,0.18,0.13233934280608423
-0.265625,0.02,0.052955758978441986
-0.875,0.04,-0.7830311299744145
0.921875,0.02,-0.8487398501203504
0.296875,0.22,0.17069530141740377
-0.953125,0.28,-0.9965801242504126
-0.328125,0.26,0.20800642917103895
0.15625,0.28,0.07050111028881949
0.125,0.06,0.03567259950226591
0.5625,0.2,-0.18471054816944307
0.421875,0.26,0.15428640432150278
-0.15625,0.0,0.028945939366480208
0.78125,0.02,-0.4963277781461118
0.03125,0.0,-0.01335233035315172
0.78125,0.2,-0.809100807213184
0.265625,0.16,0.10571975847470906
0.5,0.26,0.012633717866741697
0.5625,0.04,-0.08316407631215796
-0.15625,0.2,0.055394715865228664
0.984375,0.28,-0.9991953634130714
-0.0625,0.18,-0.0018589901529305827
0.203125,0.06,0.04419729365935416
-0.296875,0.14,0.11758501228039347
-0.859375,0.26,-0.9550243374982887
-0.6875,0.16,-0.526600044025306
0.109375,0.14,0.03024499732699789
0.0625,0.08,0.012120547622965393
0.59375,0.0,-0.09336558133886849
-0.59375,0.2,-0.2621480273931276
-0.828125,0.28,-0.9510791139799567
0.203125,0.24,0.10209490398007766
-0.390625,0.14,0.10574465281878945
-0.390625,0.2,0.14277566131102293
0.484375,0.2,0.043206109130751465
0.28125,0.14,0.08106290854334637
-0.78125,0.24,-0.8607163629289797
0.5,0.24,0.0029586414213849223
0.859375,0.04,-0.7218737719254188
0.96875,0.2,-0.9818268474863077
-0.921875,0.16,-0.9602861375633412
0.15625,0.0,0.029760591359270873
-0.015625,0.12,-5.2596011738807865e-05
0.71875,0.18,-0.6585117646261461
